No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
60086);28784.939;0;0080;8;00;17;9E;09;23;13;23;FB
60087);28785.179;0;0081;8;80;84;87;00;00;00;00;2B
60088);28785.419;0;018F;8;00;34;23;00;00;3F;00;10
60089);28785.654;0;0260;8;05;23;00;30;00;8B;63;34
60090);28785.888;0;0329;8;40;B4;80;8C;12;2A;00;10
60091);28786.136;0;0382;8;40;FE;0F;00;00;00;00;00
60092);28786.376;0;04F2;8;80;00;70;30;00;00;00;A3
60093);28786.606;0;0545;8;D8;11;00;8A;8B;00;8D;00
60094);28786.927;0;02B0;5;2C;00;00;07;7E;-1;-1;-1
60095);28787.165;0;0165;8;C0;97;80;00;00;00;0E;D9
60096);28788.499;0;043F;8;01;45;60;FF;7D;00;00;00
60097);28788.737;0;0370;8;FF;A0;10;88;FF;00;00;54
60098);28788.983;0;0440;8;FF;91;00;00;FF;00;00;00
60099);28789.223;0;0153;8;00;80;10;FF;00;FF;50;DE
60100);28789.471;0;01F1;8;00;BD;00;00;00;00;00;00
60101);28789.705;0;0220;8;EC;3B;FE;0B;A9;21;FF;0F
60102);28793.366;0;0510;8;00;00;00;00;00;00;00;00
60103);28794.020;0;04B0;8;00;C0;00;40;00;40;00;80
60104);28794.268;0;0164;8;00;08;01;00;00;00;00;09
60105);28794.556;0;0316;8;05;23;9E;09;23;13;00;7F
60106);28794.792;0;0260;8;05;23;00;30;00;8B;63;07
60107);28795.024;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60108);28795.258;0;0329;8;40;B4;80;8C;12;2A;00;10
60109);28795.493;0;0080;8;00;17;9E;09;23;13;23;EC
60110);28795.735;0;0081;8;80;84;87;00;00;00;00;1C
60111);28795.975;0;018F;8;00;34;23;00;00;3F;00;10
60112);28796.217;0;04F0;8;00;00;4C;00;00;0A;21;0F
60113);28796.447;0;0545;8;D8;11;00;8A;8B;00;8D;00
60114);28796.696;0;0587;8;00;00;00;00;00;00;00;03
60115);28796.968;0;02B0;5;2B;00;00;07;1F;-1;-1;-1
60116);28797.210;0;0165;8;C0;A7;80;00;00;00;0F;E8
60117);28798.422;0;043F;8;01;45;60;FF;7D;00;00;00
60118);28798.662;0;0370;8;FF;A0;10;88;FF;00;00;18
60119);28798.910;0;0440;8;FF;E1;00;00;FF;00;00;00
60120);28799.148;0;0153;8;00;80;10;FF;00;FF;60;EE
60121);28799.381;0;0220;8;ED;03;FE;33;A9;21;FF;0F
60122);28803.413;0;0350;8;05;28;F4;54;6A;00;00;E7
60123);28803.982;0;04B1;8;27;64;62;9E;00;00;00;8B
60124);28804.230;0;0164;8;00;08;01;00;00;00;01;08
60125);28804.566;0;0316;8;05;23;AC;09;23;13;00;7F
60126);28804.800;0;0260;8;05;23;00;30;00;8B;63;16
60127);28805.030;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60128);28805.264;0;0080;8;00;17;AC;09;23;13;23;ED
60129);28805.504;0;0081;8;80;84;87;00;00;00;00;0D
60130);28805.745;0;018F;8;00;34;23;00;00;3F;00;10
60131);28805.979;0;0329;8;40;B4;80;8C;12;2A;00;10
60132);28806.225;0;0382;8;40;FE;0F;00;00;00;00;04
60133);28806.467;0;04F2;8;80;00;70;30;00;00;00;A4
60134);28806.697;0;0545;8;D8;11;00;8A;8B;00;8D;00
60135);28806.992;0;02B0;5;2B;00;00;07;E0;-1;-1;-1
60136);28807.232;0;0165;8;BF;97;80;00;00;00;00;A8
60137);28808.434;0;043F;8;01;45;60;FF;7D;00;00;00
60138);28808.672;0;0370;8;FF;A0;10;88;FF;00;00;DC
60139);28808.918;0;0440;8;FF;31;00;00;FF;00;00;00
60140);28809.158;0;0153;8;00;80;10;FF;00;FF;70;FE
60141);28809.406;0;01F1;8;00;BD;00;00;00;00;00;00
60142);28809.638;0;0220;8;EE;0B;06;14;A9;11;FF;0F
60143);28809.885;0;059B;8;00;05;00;00;00;00;00;FC
60144);28814.020;0;04B0;8;00;00;00;80;00;40;00;80
60145);28814.270;0;0164;8;00;08;01;00;00;00;02;0B
60146);28814.501;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60147);28814.735;0;0260;8;05;23;00;30;00;8B;63;25
60148);28814.971;0;0080;8;00;17;AC;09;23;13;23;DE
60149);28815.211;0;0081;8;80;84;87;00;00;00;00;FE
60150);28815.451;0;018F;8;00;34;23;00;00;3F;00;10
60151);28815.682;0;0316;8;05;23;AC;09;23;13;00;7F
60152);28815.916;0;0329;8;40;B4;80;8C;12;2A;00;10
60153);28816.158;0;04F0;8;00;00;4E;00;00;0A;21;0F
60154);28816.392;0;0545;8;D8;11;00;8B;8B;00;8D;00
60155);28816.636;0;04F1;8;C0;18;00;00;00;00;00;00
60156);28816.901;0;051A;8;00;11;00;00;00;00;00;00
60157);28817.139;0;0165;8;BF;97;80;00;00;00;01;A9
60158);28817.325;0;02B0;5;2B;00;00;07;F1;-1;-1;-1
60159);28817.479;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
60160);28817.723;0;0690;8;03;00;00;20;A0;00;21;00
60161);28818.459;0;043F;8;01;45;60;FF;7D;00;00;00
60162);28818.695;0;0370;8;FF;A0;10;88;FF;00;00;90
60163);28818.942;0;0440;8;FF;41;00;00;FF;00;00;00
60164);28819.184;0;0153;8;00;80;10;FF;00;FF;80;0E
60165);28819.412;0;0220;8;EF;13;0B;34;A9;11;FF;0F
60166);28823.421;0;0350;8;05;28;04;54;6A;00;00;17
60167);28823.979;0;04B1;8;27;64;62;9E;00;00;00;8B
60168);28824.227;0;0164;8;00;08;01;00;00;00;03;0A
60169);28824.463;0;0316;8;05;23;AC;09;23;13;00;7F
60170);28824.697;0;0260;8;05;23;00;30;00;8B;63;34
60171);28824.929;0;02A0;8;62;00;87;9D;C0;2E;36;0C
60172);28825.161;0;0080;8;00;17;AC;09;23;13;23;CF
60173);28825.402;0;0081;8;80;84;87;00;00;00;00;EF
60174);28825.642;0;018F;8;00;34;23;00;00;3F;00;10
60175);28825.874;0;0329;8;84;B4;80;8C;12;2A;00;10
60176);28826.120;0;0382;8;40;FE;0F;00;00;00;00;08
60177);28826.360;0;04F2;8;80;00;70;30;00;00;00;A5
60178);28826.591;0;0545;8;D8;11;00;8C;8B;00;8D;00
60179);28826.977;0;02B0;5;2D;00;00;07;A2;-1;-1;-1
60180);28827.215;0;0165;8;BF;97;80;00;00;00;02;AA
60181);28828.437;0;043F;8;01;45;60;FF;7D;00;00;00
60182);28828.675;0;0370;8;FF;A0;10;88;FF;00;00;54
60183);28828.921;0;0440;8;FF;91;00;00;FF;00;00;00
60184);28829.159;0;0153;8;00;80;10;FF;00;FF;90;1E
60185);28829.408;0;01F1;8;00;BD;00;00;00;00;00;00
60186);28829.640;0;0220;8;EE;1B;04;24;A9;01;FF;0F
60187);28833.343;0;0110;8;D0;3C;40;09;00;00;00;00
60188);28834.017;0;04B0;8;00;40;00;80;00;40;00;80
60189);28834.263;0;0164;8;00;08;01;00;00;00;04;0D
60190);28834.571;0;0316;8;05;23;96;09;24;13;00;7F
60191);28834.809;0;0260;8;05;24;00;30;00;8B;65;04
60192);28835.051;0;018F;8;00;34;24;00;00;3F;00;10
60193);28835.286;0;0080;8;00;17;96;09;23;13;24;10
60194);28835.526;0;0081;8;80;84;87;00;00;00;00;D0
60195);28835.758;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60196);28835.990;0;0329;8;84;B4;80;8C;12;2A;00;10
60197);28836.230;0;04F0;8;00;00;50;00;00;0A;21;0F
60198);28836.463;0;0545;8;D8;11;00;8B;8E;00;92;00
60199);28836.937;0;02B0;5;2B;00;00;07;D3;-1;-1;-1
60200);28837.175;0;0165;8;C0;87;80;00;00;00;03;C4
60201);28838.459;0;043F;8;01;45;60;FF;7D;00;00;00
60202);28838.699;0;0370;8;FF;A0;10;88;FF;00;00;18
60203);28838.947;0;0440;8;FF;E1;00;00;FF;00;00;00
60204);28839.187;0;00A0;8;53;7F;AC;09;00;20;00;02
60205);28839.426;0;00A1;8;7E;8C;80;80;2B;00;00;00
60206);28839.664;0;0153;8;00;80;10;FF;00;FF;A0;2E
60207);28839.898;0;0220;8;EE;23;F7;33;A9;21;FF;0F
60208);28843.276;0;0050;4;00;83;00;00;-1;-1;-1;-1
60209);28843.514;0;0350;8;05;28;14;54;6A;00;00;07
60210);28843.980;0;04B1;8;27;64;62;9E;00;00;00;8B
60211);28844.224;0;0164;8;00;08;01;00;00;00;05;0C
60212);28844.728;0;04F2;8;80;00;70;30;00;00;00;A6
60213);28844.963;0;0316;8;05;23;96;09;24;13;00;7F
60214);28845.197;0;0329;8;84;B4;80;8C;12;2B;00;10
60215);28845.431;0;0080;8;00;17;96;09;23;13;24;01
60216);28845.671;0;0081;8;80;84;87;00;00;00;00;C1
60217);28845.913;0;018F;8;00;34;24;00;00;3F;00;10
60218);28846.149;0;0260;8;05;24;00;30;00;8B;65;13
60219);28846.380;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60220);28846.626;0;0382;8;40;FE;0F;00;00;00;00;0C
60221);28846.856;0;0545;8;D8;11;00;8A;8E;00;92;00
60222);28847.094;0;0165;8;C0;97;80;00;00;00;04;D3
60223);28847.280;0;02B0;5;2C;00;00;07;D4;-1;-1;-1
60224);28848.473;0;043F;8;01;45;60;FF;7D;00;00;00
60225);28848.711;0;0370;8;FF;A0;10;88;FF;00;00;DC
60226);28848.957;0;0440;8;FF;31;00;00;FF;00;00;00
60227);28849.199;0;0153;8;00;80;10;FF;00;FF;B0;3E
60228);28849.447;0;01F1;8;00;BD;00;00;00;00;00;00
60229);28849.679;0;0220;8;EE;2B;F3;03;A9;21;FF;0F
60230);28853.343;0;0018;8;20;00;01;60;01;00;20;00
60231);28854.015;0;04B0;8;00;80;00;80;00;40;00;80
60232);28854.264;0;0164;8;00;08;01;00;00;00;06;0F
60233);28854.494;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60234);28854.728;0;0260;8;05;24;00;30;00;8B;65;22
60235);28854.960;0;0080;8;00;17;90;09;23;13;24;52
60236);28855.200;0;0081;8;80;84;87;00;00;00;00;B2
60237);28855.442;0;018F;8;00;34;24;00;00;3F;00;10
60238);28855.675;0;0316;8;05;23;90;09;24;13;00;7F
60239);28855.909;0;0329;8;84;B4;80;8C;12;2B;00;10
60240);28856.149;0;04F0;8;00;00;52;00;00;0A;21;0F
60241);28856.379;0;0545;8;D8;11;00;8A;8E;00;92;00
60242);28856.937;0;02B0;5;2B;00;00;07;B5;-1;-1;-1
60243);28857.179;0;0165;8;C1;87;80;00;00;00;05;C3
60244);28858.404;0;043F;8;01;45;60;FF;7D;00;00;00
60245);28858.640;0;0370;8;FF;A0;10;88;FF;00;00;90
60246);28858.886;0;0440;8;FF;41;00;00;FF;00;00;00
60247);28859.128;0;0153;8;00;80;10;FF;00;FF;C0;4E
60248);28859.360;0;0220;8;ED;33;FC;03;A9;21;FF;0F
60249);28863.345;0;0350;8;05;28;24;54;6A;00;00;37
60250);28863.977;0;04B1;8;27;64;62;9E;00;00;00;8B
60251);28864.221;0;0164;8;00;08;01;00;00;00;07;0E
60252);28864.453;0;0316;8;05;23;90;09;24;13;00;7F
60253);28864.687;0;0329;8;84;B4;80;8C;12;2B;00;10
60254);28864.920;0;0080;8;00;17;90;09;23;13;24;43
60255);28865.162;0;0081;8;80;84;87;00;00;00;00;A3
60256);28865.404;0;018F;8;00;34;24;00;00;3F;00;10
60257);28865.638;0;0260;8;05;24;00;30;00;8B;65;31
60258);28865.870;0;02A0;8;62;00;87;9D;C0;2E;36;0C
60259);28866.119;0;0382;8;40;FE;0F;00;00;00;00;00
60260);28866.361;0;04F2;8;80;00;70;30;00;00;00;A7
60261);28866.591;0;0545;8;D8;11;00;8A;8E;00;92;00
60262);28866.937;0;02B0;5;2B;00;00;07;86;-1;-1;-1
60263);28867.177;0;0165;8;C1;87;80;00;00;00;06;C0
60264);28868.401;0;043F;8;01;45;60;FF;7D;00;00;00
60265);28868.640;0;0370;8;FF;A0;10;88;FF;00;00;54
60266);28868.886;0;0440;8;FF;91;00;00;FF;00;00;00
60267);28869.126;0;0153;8;00;80;10;FF;00;FF;D0;5E
60268);28869.374;0;01F1;8;00;BD;00;00;00;00;00;00
60269);28869.604;0;0220;8;ED;3B;04;24;A9;01;FF;0F
60270);28874.014;0;04B0;8;00;C0;00;80;00;40;00;80
60271);28874.262;0;0164;8;00;08;01;00;00;00;08;01
60272);28874.558;0;0316;8;05;23;90;09;24;13;00;7F
60273);28874.796;0;0260;8;05;24;00;30;00;8B;65;04
60274);28875.038;0;018F;8;00;34;24;00;00;3F;00;10
60275);28875.270;0;0080;8;00;17;90;09;23;13;24;34
60276);28875.509;0;0081;8;80;84;87;00;00;00;00;94
60277);28875.741;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60278);28875.975;0;0329;8;84;B4;80;8C;12;2B;00;10
60279);28876.217;0;04F0;8;00;00;54;00;00;0A;21;0F
60280);28876.447;0;0545;8;D8;11;00;8A;8D;00;91;00
60281);28876.958;0;02B0;5;2D;00;00;07;F7;-1;-1;-1
60282);28877.200;0;0165;8;C1;97;80;00;00;00;07;D1
60283);28877.553;0;02C0;8;3D;00;00;00;00;00;00;00
60284);28878.418;0;043F;8;01;45;60;FF;7D;00;00;00
60285);28878.658;0;0370;8;FF;A0;10;88;FF;00;00;18
60286);28878.906;0;0440;8;FF;E1;00;00;FF;00;00;00
60287);28879.146;0;0153;8;00;80;10;FF;00;FF;E0;6E
60288);28879.378;0;0220;8;ED;03;02;2C;A9;01;FF;0F
60289);28883.399;0;0350;8;05;28;34;54;6A;00;00;27
60290);28883.977;0;04B1;8;27;64;62;9E;00;00;00;8B
60291);28884.223;0;0164;8;00;08;01;00;00;00;09;00
60292);28884.519;0;0316;8;05;23;AC;09;23;13;00;7F
60293);28884.753;0;0260;8;05;23;00;30;00;8B;63;16
60294);28884.984;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60295);28885.216;0;0080;8;00;17;AC;09;23;13;23;65
60296);28885.456;0;0081;8;80;84;87;00;00;00;00;85
60297);28885.696;0;018F;8;00;34;23;00;00;3F;00;10
60298);28885.928;0;0329;8;D7;B4;80;8C;12;2B;00;10
60299);28886.174;0;0382;8;40;FE;0F;00;00;00;00;04
60300);28886.415;0;04F2;8;80;00;80;30;00;00;00;A8
60301);28886.647;0;0545;8;D8;11;00;8B;87;00;88;00
60302);28886.955;0;02B0;5;2C;00;00;07;18;-1;-1;-1
60303);28887.197;0;0165;8;C0;97;80;00;00;00;08;DF
60304);28888.459;0;043F;8;01;45;60;FF;7D;00;00;00
60305);28888.697;0;0370;8;FF;A0;10;88;FF;00;00;DC
60306);28888.944;0;0440;8;FF;31;00;00;FF;00;00;00
60307);28889.182;0;0153;8;00;80;10;FF;00;FF;00;8E
60308);28889.430;0;01F1;8;00;BD;00;00;00;00;00;00
60309);28889.662;0;0220;8;F0;0B;FB;1B;A9;21;FF;0F
60310);28893.365;0;0510;8;00;00;00;00;00;00;00;00
60311);28894.015;0;04B0;8;00;00;00;C0;00;40;00;80
60312);28894.263;0;0164;8;00;08;01;00;00;00;0A;03
60313);28894.747;0;04F0;8;00;00;56;00;00;0A;21;0F
60314);28894.977;0;0316;8;05;23;AC;09;23;13;00;7F
60315);28895.210;0;0080;8;00;17;AC;09;23;13;23;56
60316);28895.448;0;0081;8;80;84;87;00;00;00;00;76
60317);28895.688;0;018F;8;00;34;23;00;00;3F;00;10
60318);28895.922;0;0260;8;05;23;00;30;00;8B;63;25
60319);28896.152;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60320);28896.385;0;0329;8;D7;B4;80;8C;12;2B;00;10
60321);28896.617;0;0545;8;D8;11;00;8B;88;00;89;00
60322);28896.863;0;0587;8;00;00;00;00;00;00;00;04
60323);28897.101;0;0165;8;BF;97;80;00;00;00;09;A1
60324);28897.287;0;02B0;5;2B;00;00;07;79;-1;-1;-1
60325);28898.429;0;043F;8;01;45;60;FF;7D;00;00;00
60326);28898.665;0;0370;8;FF;A0;10;88;FF;00;00;90
60327);28898.912;0;0440;8;FF;41;00;00;FF;00;00;00
60328);28899.150;0;0153;8;00;80;10;FF;00;FF;10;9E
60329);28899.380;0;0220;8;F1;13;FB;0B;A9;21;FF;0F
60330);28903.331;0;0350;8;05;28;44;54;6A;00;00;57
60331);28903.977;0;04B1;8;27;64;62;9E;00;00;00;8B
60332);28904.223;0;0164;8;00;08;01;00;00;00;0B;02
60333);28904.455;0;0316;8;05;23;BE;09;23;13;00;7F
60334);28904.687;0;0329;8;D7;B4;80;8C;12;2B;00;10
60335);28904.927;0;018F;8;00;34;23;00;00;3F;00;10
60336);28905.164;0;0080;8;00;17;BE;09;23;13;23;17
60337);28905.404;0;0081;8;80;84;87;00;00;00;00;67
60338);28905.638;0;0260;8;05;23;00;30;00;8B;63;34
60339);28905.870;0;02A0;8;62;00;87;9D;C0;2E;36;0C
60340);28906.116;0;0382;8;40;FE;0F;00;00;00;00;08
60341);28906.361;0;04F2;8;80;00;80;30;00;00;00;A9
60342);28906.593;0;0545;8;D8;11;00;8B;88;00;89;00
60343);28906.907;0;02B0;5;2B;00;00;07;4A;-1;-1;-1
60344);28907.145;0;0165;8;BF;A7;80;00;00;00;0A;92
60345);28908.407;0;043F;8;01;45;60;FF;7D;00;00;00
60346);28908.645;0;0370;8;FF;A0;10;88;FF;00;00;54
60347);28908.892;0;0440;8;FF;91;00;00;FF;00;00;00
60348);28909.132;0;0153;8;00;80;10;FF;00;FF;20;AE
60349);28909.380;0;01F1;8;00;BD;00;00;00;00;00;00
60350);28909.610;0;0220;8;F2;1B;03;2C;A9;01;FF;0F
60351);28909.856;0;059B;8;00;05;00;00;00;00;00;B0
60352);28914.014;0;04B0;8;00;40;00;C0;00;40;00;80
60353);28914.260;0;0164;8;00;08;01;00;00;00;0C;05
60354);28914.572;0;0316;8;05;23;BE;09;23;13;00;7F
60355);28914.808;0;0260;8;05;23;00;30;00;8B;63;07
60356);28915.048;0;018F;8;00;34;23;00;00;3F;00;10
60357);28915.285;0;0080;8;00;17;BE;09;23;13;23;08
60358);28915.523;0;0081;8;80;84;87;00;00;00;00;58
60359);28915.755;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60360);28915.985;0;0329;8;D7;B4;80;8C;12;2C;00;10
60361);28916.227;0;04F0;8;00;00;58;00;00;0A;21;0F
60362);28916.460;0;0545;8;D8;11;00;8C;88;00;89;00
60363);28916.704;0;04F1;8;C0;18;00;00;00;00;00;00
60364);28916.872;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
60365);28917.110;0;0165;8;BF;97;80;00;00;00;0B;A3
60366);28917.294;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
60367);28917.538;0;0690;8;03;00;00;20;A0;00;25;00
60368);28918.447;0;043F;8;01;45;60;FF;7D;00;00;00
60369);28918.687;0;0370;8;FF;A0;10;88;FF;00;00;18
60370);28918.935;0;0440;8;FF;E1;00;00;FF;00;00;00
60371);28919.175;0;0153;8;00;80;10;FF;00;FF;30;BE
60372);28919.409;0;0220;8;F0;23;07;2C;A9;01;FF;0F
60373);28923.322;0;0350;8;05;28;54;54;6A;00;00;47
60374);28923.974;0;04B1;8;27;64;62;9E;00;00;00;8B
60375);28924.222;0;0164;8;00;08;01;00;00;00;0D;04
60376);28924.732;0;04F2;8;80;00;80;30;00;00;00;AA
60377);28925.015;0;0316;8;05;23;BE;09;23;13;00;7F
60378);28925.245;0;0329;8;D7;B4;80;8C;12;2C;00;10
60379);28925.477;0;0545;8;D8;11;00;8C;88;00;89;00
60380);28925.713;0;0080;8;00;17;BE;09;23;13;23;F9
60381);28925.955;0;0081;8;80;84;87;00;00;00;00;49
60382);28926.195;0;018F;8;00;34;23;00;00;3F;00;10
60383);28926.430;0;0260;8;05;23;00;30;00;8B;61;18
60384);28926.660;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60385);28926.906;0;0382;8;40;FE;0F;00;00;00;00;0C
60386);28927.144;0;0165;8;BF;87;80;00;00;00;0C;B4
60387);28927.330;0;02B0;5;2C;00;00;07;5C;-1;-1;-1
60388);28928.467;0;043F;8;01;45;60;FF;7D;00;00;00
60389);28928.705;0;0370;8;FF;A0;10;88;FF;00;00;DC
60390);28928.951;0;0440;8;FF;31;00;00;FF;00;00;00
60391);28929.189;0;0153;8;00;80;10;FF;00;FF;40;CE
60392);28929.437;0;01F1;8;00;BD;00;00;00;00;00;00
60393);28929.669;0;0220;8;EF;2B;FF;1B;A9;31;FF;0F
60394);28933.345;0;0110;8;D0;3C;40;09;00;00;00;00
60395);28934.015;0;04B0;8;00;80;00;C0;00;40;00;80
60396);28934.262;0;0164;8;00;08;01;00;00;00;0E;07
60397);28934.492;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60398);28934.726;0;0260;8;05;22;00;30;00;8B;61;28
60399);28934.958;0;0080;8;00;17;AE;09;22;13;22;1A
60400);28935.196;0;0081;8;80;84;87;00;00;00;00;3A
60401);28935.436;0;018F;8;00;34;22;00;00;3F;00;10
60402);28935.667;0;0316;8;05;22;AE;09;22;13;00;7F
60403);28935.897;0;0329;8;D7;B4;80;8C;12;2C;00;10
60404);28936.137;0;04F0;8;00;00;5A;00;00;0A;21;0F
60405);28936.373;0;0545;8;D8;11;00;8B;82;00;84;00
60406);28936.975;0;02B0;5;2B;00;00;07;3D;-1;-1;-1
60407);28937.215;0;0165;8;C0;97;80;00;00;00;0D;DA
60408);28937.866;0;00A0;8;53;7F;AC;09;00;20;00;02
60409);28938.104;0;00A1;8;7E;8C;80;80;2B;00;00;00
60410);28938.440;0;043F;8;01;45;60;FF;7D;00;00;00
60411);28938.676;0;0370;8;FF;A0;10;88;FF;00;00;90
60412);28938.922;0;0440;8;FF;41;00;00;FF;00;00;00
60413);28939.162;0;0153;8;00;80;10;FF;00;FF;50;DE
60414);28939.392;0;0220;8;F0;33;F3;2B;A9;11;FF;0F
60415);28943.313;0;0350;8;05;28;64;54;6A;00;00;77
60416);28943.973;0;04B1;8;27;64;62;9E;00;00;00;8B
60417);28944.220;0;0164;8;00;08;01;00;00;00;0F;06
60418);28944.450;0;0316;8;05;22;A6;09;22;13;00;7F
60419);28944.682;0;02A0;8;62;00;87;9D;C0;2E;36;0C
60420);28944.918;0;0080;8;00;17;A6;09;22;13;22;8B
60421);28945.158;0;0081;8;80;84;87;00;00;00;00;2B
60422);28945.398;0;018F;8;00;34;22;00;00;3F;00;10
60423);28945.635;0;0260;8;05;22;00;30;00;8B;61;37
60424);28945.869;0;0329;8;0F;B4;80;8C;12;2C;00;10
60425);28946.117;0;0382;8;40;FE;0F;00;00;00;00;00
60426);28946.357;0;04F2;8;80;00;80;30;00;00;00;AB
60427);28946.591;0;0545;8;D8;11;00;8A;82;00;84;00
60428);28946.918;0;02B0;5;2D;00;00;07;6E;-1;-1;-1
60429);28947.156;0;0165;8;C0;97;80;00;00;00;0E;D9
60430);28948.446;0;043F;8;01;45;60;FF;7D;00;00;00
60431);28948.684;0;0370;8;FF;A0;10;88;FF;00;00;54
60432);28948.930;0;0440;8;FF;91;00;00;FF;00;00;00
60433);28949.168;0;0153;8;00;80;10;FF;00;FF;60;EE
60434);28949.416;0;01F1;8;00;BD;00;00;00;00;00;00
60435);28949.646;0;0220;8;F2;3B;F3;1B;A9;21;FF;0F
60436);28954.009;0;04B0;8;00;C0;00;C0;00;40;00;80
60437);28954.257;0;0164;8;00;08;01;00;00;00;00;09
60438);28954.543;0;0316;8;05;22;A6;09;22;13;00;7F
60439);28954.778;0;0260;8;05;22;00;30;00;8B;61;0A
60440);28955.018;0;018F;8;00;34;22;00;00;3F;00;10
60441);28955.252;0;0080;8;00;17;A6;09;22;13;22;7C
60442);28955.494;0;0081;8;80;84;87;00;00;00;00;1C
60443);28955.726;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60444);28955.961;0;0329;8;0F;B4;80;8C;12;2C;00;10
60445);28956.203;0;04F0;8;00;00;5C;00;00;0A;21;0F
60446);28956.437;0;0545;8;D8;11;00;8A;82;00;84;00
60447);28956.969;0;02B0;5;2D;00;00;07;7F;-1;-1;-1
60448);28957.209;0;0165;8;C0;97;80;00;00;00;0F;D8
60449);28958.423;0;043F;8;01;45;60;FF;7D;00;00;00
60450);28958.664;0;0370;8;FF;A0;10;88;FF;00;00;18
60451);28958.912;0;0440;8;FF;E1;00;00;FF;00;00;00
60452);28959.152;0;0153;8;00;80;10;FF;00;FF;70;FE
60453);28959.386;0;0220;8;F1;03;FC;13;A9;21;FF;0F
60454);28963.311;0;0350;8;05;28;74;54;6A;00;00;67
60455);28963.973;0;04B1;8;27;64;62;9E;00;00;00;8B
60456);28964.221;0;0164;8;00;08;01;00;00;00;01;08
60457);28964.533;0;0316;8;05;22;A6;09;22;13;00;7F
60458);28964.769;0;0260;8;05;22;00;30;00;8B;61;19
60459);28965.000;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60460);28965.232;0;0080;8;00;17;A6;09;22;13;22;6D
60461);28965.472;0;0081;8;80;84;87;00;00;00;00;0D
60462);28965.712;0;018F;8;00;34;22;00;00;3F;00;10
60463);28965.946;0;0329;8;0F;B4;80;8C;12;2C;00;10
60464);28966.192;0;0382;8;40;FE;0F;00;00;00;00;04
60465);28966.433;0;04F2;8;80;00;80;30;00;00;00;AC
60466);28966.667;0;0545;8;D8;11;00;8A;82;00;84;00
60467);28966.975;0;02B0;5;2B;00;00;07;E0;-1;-1;-1
60468);28967.213;0;0165;8;C0;97;80;00;00;00;00;D7
60469);28968.407;0;043F;8;01;45;60;FF;7D;00;00;00
60470);28968.646;0;0370;8;FF;A0;10;88;FF;00;00;DC
60471);28968.892;0;0440;8;FF;31;00;00;FF;00;00;00
60472);28969.134;0;0153;8;00;80;10;FF;00;FF;80;0E
60473);28969.382;0;01F1;8;00;BD;00;00;00;00;00;00
60474);28969.612;0;0220;8;EF;0B;02;14;A9;11;FF;0F
60475);28973.687;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
60476);28974.011;0;04B0;8;00;00;00;00;00;40;00;80
60477);28974.261;0;0164;8;00;08;01;00;00;00;02;0B
60478);28974.773;0;04F0;8;00;00;5E;00;00;0A;21;0F
60479);28975.328;0;0316;8;05;21;A6;09;22;13;00;7F
60480);28975.568;0;018F;8;00;34;22;00;00;3F;00;10
60481);28975.800;0;0080;8;00;17;A6;09;21;13;22;6E
60482);28976.040;0;0081;8;80;84;87;00;00;00;00;FE
60483);28976.278;0;0260;8;05;22;00;30;00;8B;5F;2B
60484);28976.509;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60485);28976.743;0;0329;8;0F;B4;80;8C;12;2C;00;10
60486);28976.977;0;0545;8;D8;11;00;8B;7D;00;84;00
60487);28977.215;0;0165;8;C0;97;80;00;00;00;01;D6
60488);28977.401;0;02B0;5;2B;00;00;07;F1;-1;-1;-1
60489);28977.655;0;02C0;8;3D;00;00;00;00;00;00;00
60490);28978.397;0;043F;8;01;45;60;FF;7D;00;00;00
60491);28978.633;0;0370;8;FF;A0;10;88;FF;00;00;90
60492);28978.879;0;0440;8;FF;41;00;00;FF;00;00;00
60493);28979.118;0;0153;8;00;80;10;FF;00;FF;90;1E
60494);28979.348;0;0220;8;ED;13;FE;33;A9;21;FF;0F
60495);28983.282;0;0120;4;00;00;00;00;-1;-1;-1;-1
60496);28983.516;0;0350;8;05;28;84;54;6A;00;00;97
60497);28983.764;0;0517;8;00;00;00;00;00;00;00;00
60498);28984.000;0;04B1;8;27;64;62;9E;00;00;00;8B
60499);28984.248;0;0164;8;00;08;01;00;00;00;03;0A
60500);28984.480;0;02A0;8;62;00;87;9D;C0;2E;36;0C
