No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
30579);14608.059;0;0260;8;05;1C;00;30;00;8C;5B;25
30580);14608.291;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30581);14608.525;0;0329;8;40;B0;80;8C;11;2A;00;10
30582);14608.758;0;0545;8;D8;0F;00;8B;28;00;27;00
30583);14608.992;0;04B1;8;28;64;62;9E;00;00;00;8C
30584);14609.240;0;0164;8;00;08;01;00;00;00;01;08
30585);14610.042;0;04F0;8;00;00;9E;00;00;0A;21;0F
30586);14612.774;0;00A0;8;4C;7B;B2;09;00;20;00;02
30587);14613.012;0;00A1;8;7E;8D;80;80;27;00;00;00
30588);14613.960;0;0153;8;00;80;10;FF;00;FF;40;CE
30589);14614.208;0;01F1;8;00;BD;00;00;00;00;00;00
30590);14614.444;0;0220;8;ED;0B;01;14;0C;00;FF;0F
30591);14614.682;0;0165;8;10;E8;7F;00;00;00;0D;8A
30592);14614.867;0;02B0;5;12;00;00;07;9D;-1;-1;-1
30593);14615.107;0;0370;8;FF;20;00;80;FF;00;00;EC
30594);14615.345;0;043F;8;00;40;60;FF;7B;64;09;00
30595);14615.589;0;0440;8;FF;F0;00;00;FF;6C;09;00
30596);14617.253;0;0587;8;00;00;00;00;00;00;00;04
30597);14617.487;0;0316;8;05;1B;08;0A;1B;17;00;7F
30598);14617.718;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30599);14617.954;0;0080;8;00;17;08;0A;1B;17;1B;7F
30600);14618.200;0;0081;8;40;84;88;00;00;00;00;1F
30601);14618.444;0;018F;8;00;30;1B;00;00;3F;00;10
30602);14618.678;0;0260;8;05;1B;00;30;00;8C;57;39
30603);14618.908;0;0329;8;84;B0;80;8C;11;2A;00;10
30604);14619.155;0;0382;8;40;FE;0F;00;00;00;00;08
30605);14619.401;0;04B0;8;00;00;00;00;00;40;00;80
30606);14619.651;0;0164;8;00;08;01;00;00;00;02;0B
30607);14619.885;0;0350;8;05;20;E4;54;72;00;00;E7
30608);14620.125;0;04F2;8;80;00;20;30;00;00;00;CD
30609);14620.361;0;0545;8;D8;10;00;8B;1E;00;1C;00
30610);14623.963;0;0153;8;00;80;10;FF;00;FF;50;DE
30611);14624.197;0;0220;8;ED;13;FE;23;0C;10;FF;0F
30612);14624.439;0;043F;8;00;40;60;FF;7B;6C;09;00
30613);14624.680;0;0165;8;10;F8;7F;00;00;00;0E;99
30614);14624.866;0;02B0;5;12;00;00;07;AE;-1;-1;-1
30615);14625.108;0;0370;8;FF;20;00;80;FF;00;00;A0
30616);14625.352;0;0440;8;FF;00;00;00;FF;74;09;00
30617);14627.297;0;0316;8;05;1B;08;0A;1B;17;00;7F
30618);14627.533;0;0260;8;05;1B;00;30;00;8C;57;0C
30619);14627.777;0;018F;8;00;30;1B;00;00;3F;00;10
30620);14628.014;0;0080;8;00;17;08;0A;1B;17;1B;60
30621);14628.258;0;0081;8;40;84;88;00;00;00;00;00
30622);14628.490;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30623);14628.720;0;0329;8;84;B0;80;8C;11;2A;00;10
30624);14628.958;0;0545;8;D8;10;00;8B;1F;00;1D;00
30625);14629.192;0;04B1;8;28;64;62;9E;00;00;00;8C
30626);14629.440;0;0164;8;00;08;01;00;00;00;03;0A
30627);14630.041;0;04F0;8;00;00;A0;00;00;0A;21;0F
30628);14633.960;0;0153;8;00;80;10;FF;00;FF;60;EE
30629);14634.209;0;01F1;8;00;BD;00;00;00;00;00;00
30630);14634.441;0;0220;8;EE;1B;FC;33;0C;10;FF;0F
30631);14634.679;0;0165;8;10;E8;7F;00;00;00;0F;88
30632);14634.867;0;02B0;5;14;00;00;07;DF;-1;-1;-1
30633);14635.107;0;0370;8;FF;20;00;80;FF;00;00;64
30634);14635.347;0;043F;8;00;40;60;FF;7B;74;09;00
30635);14635.593;0;0440;8;FF;50;00;00;FF;80;09;00
30636);14635.748;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
30637);14637.288;0;0316;8;05;1B;16;0A;1B;17;00;7F
30638);14637.522;0;0260;8;05;1B;00;30;00;8C;57;1B
30639);14637.754;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30640);14637.986;0;0080;8;00;17;16;0A;1B;17;1B;61
30641);14638.229;0;0081;8;40;84;88;00;00;00;00;F1
30642);14638.473;0;018F;8;00;30;1B;00;00;3F;00;10
30643);14638.703;0;0329;8;84;B0;80;8C;11;2A;00;10
30644);14638.949;0;0382;8;40;FE;0F;00;00;00;00;0C
30645);14639.195;0;04B0;8;00;40;00;00;00;40;00;80
30646);14639.441;0;0164;8;00;08;01;00;00;00;04;0D
30647);14639.679;0;0350;8;05;20;F4;54;72;00;00;F7
30648);14639.918;0;0545;8;D8;10;00;8C;1F;00;1D;00
30649);14641.498;0;04F2;8;80;00;20;30;00;00;00;CE
30650);14643.968;0;0153;8;00;80;10;FF;00;FF;70;FE
30651);14644.204;0;0220;8;EF;23;FF;03;0C;20;FF;0F
30652);14644.450;0;043F;8;00;40;60;FF;7B;78;09;00
30653);14644.690;0;0165;8;10;08;80;00;00;00;00;98
30654);14644.932;0;0110;8;D0;3C;40;09;00;00;00;00
30655);14645.119;0;02B0;5;11;00;00;07;70;-1;-1;-1
30656);14645.363;0;0370;8;FF;20;00;80;FF;00;00;28
30657);14645.605;0;0440;8;FF;A0;00;00;FF;80;09;00
30658);14647.091;0;0316;8;05;1B;16;0A;1B;17;00;7F
30659);14647.335;0;018F;8;00;30;1B;00;00;3F;00;10
30660);14647.571;0;0080;8;00;17;16;0A;1B;17;1B;52
30661);14647.811;0;0081;8;40;84;88;00;00;00;00;E2
30662);14648.046;0;0260;8;05;1B;00;30;00;8C;57;2A
30663);14648.278;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30664);14648.508;0;0329;8;84;B0;80;8C;11;2A;00;10
30665);14648.748;0;0545;8;D8;10;00;8C;1E;00;1C;00
30666);14648.982;0;04B1;8;28;64;62;9E;00;00;00;8C
30667);14649.226;0;0164;8;00;08;01;00;00;00;05;0C
30668);14650.028;0;04F0;8;00;00;A2;00;00;0A;21;0F
30669);14650.350;0;02C0;8;3D;00;00;00;00;00;00;00
30670);14653.962;0;0153;8;00;80;10;FF;00;FF;80;0E
30671);14654.210;0;01F1;8;00;BD;00;00;00;00;00;00
30672);14654.450;0;0220;8;EF;2B;02;04;0C;00;FF;0F
30673);14654.693;0;0165;8;10;F8;7F;00;00;00;01;96
30674);14654.877;0;02B0;5;14;00;00;07;31;-1;-1;-1
30675);14655.117;0;0370;8;FF;20;00;80;FF;00;00;EC
30676);14655.359;0;043F;8;00;40;60;FF;7B;7C;09;00
30677);14655.605;0;0440;8;FF;F0;00;00;FF;80;09;00
30678);14657.137;0;0316;8;05;1B;16;0A;1B;17;00;7F
30679);14657.381;0;018F;8;00;30;1B;00;00;3F;00;10
30680);14657.614;0;0080;8;00;17;16;0A;1B;17;1B;43
30681);14657.856;0;0081;8;40;84;88;00;00;00;00;D3
30682);14658.090;0;0260;8;05;1B;00;30;00;8C;57;39
30683);14658.320;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30684);14658.550;0;0329;8;84;B0;80;8C;11;2A;00;10
30685);14658.798;0;0382;8;40;FE;0F;00;00;00;00;00
30686);14659.044;0;04B0;8;00;80;00;00;00;40;00;80
30687);14659.293;0;0164;8;00;08;01;00;00;00;06;0F
30688);14659.531;0;0350;8;05;20;04;54;72;00;00;07
30689);14659.771;0;0545;8;D8;10;00;8C;1E;00;1C;00
30690);14660.087;0;04F2;8;80;00;30;30;00;00;00;CF
30691);14663.959;0;0153;8;00;80;10;FF;00;FF;90;1E
30692);14664.197;0;0220;8;EF;33;00;14;0C;00;FF;0F
30693);14664.443;0;0370;8;FF;20;00;80;FF;00;00;A0
30694);14664.687;0;0165;8;10;F8;7F;00;00;00;02;95
30695);14664.872;0;02B0;5;12;00;00;07;62;-1;-1;-1
30696);14665.112;0;043F;8;00;40;60;FF;7B;80;09;00
30697);14665.356;0;0440;8;FF;00;00;00;FF;88;09;00
30698);14667.296;0;0316;8;05;1A;0A;0A;1A;17;00;7F
30699);14667.530;0;0260;8;05;1A;00;30;00;8C;55;0F
30700);14667.772;0;018F;8;00;30;1A;00;00;3F;00;10
30701);14668.006;0;0080;8;00;17;0A;0A;1A;17;1A;24
30702);14668.247;0;0081;8;40;84;88;00;00;00;00;C4
30703);14668.479;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30704);14668.709;0;0329;8;84;B0;80;8C;11;2A;00;10
30705);14668.943;0;0545;8;D8;10;00;8B;16;00;15;00
30706);14669.177;0;04B1;8;28;64;62;9E;00;00;00;8C
30707);14669.421;0;0164;8;00;08;01;00;00;00;07;0E
30708);14670.009;0;04F0;8;00;00;A4;00;00;0A;21;0F
30709);14673.957;0;0153;8;00;80;10;FF;00;FF;A0;2E
30710);14674.205;0;01F1;8;00;BD;00;00;00;00;00;00
30711);14674.439;0;0220;8;F0;3B;FA;13;0C;10;FF;0F
30712);14674.682;0;0165;8;10;F8;7F;00;00;00;03;94
30713);14674.868;0;02B0;5;12;00;00;07;73;-1;-1;-1
30714);14675.108;0;0370;8;FF;20;00;80;FF;00;00;64
30715);14675.346;0;043F;8;00;40;60;FF;7B;8C;09;00
30716);14675.590;0;0440;8;FF;50;00;00;FF;9C;09;00
30717);14677.766;0;0316;8;05;1A;0A;0A;1A;17;00;7F
30718);14678.000;0;0260;8;05;1A;00;30;00;8C;55;1E
30719);14678.243;0;018F;8;00;30;1A;00;00;3F;00;10
30720);14678.475;0;0080;8;00;17;0A;0A;1A;17;1A;15
30721);14678.715;0;0081;8;40;84;88;00;00;00;00;B5
30722);14678.947;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30723);14679.179;0;0329;8;D7;B0;80;8C;11;2A;00;10
30724);14679.417;0;0350;8;05;20;14;54;72;00;00;17
30725);14679.664;0;0382;8;40;FE;0F;00;00;00;00;04
30726);14679.912;0;04B0;8;00;C0;00;00;00;40;00;80
30727);14680.160;0;0164;8;00;08;01;00;00;00;08;01
30728);14680.402;0;04F2;8;80;00;30;30;00;00;00;D0
30729);14680.636;0;0545;8;D8;10;00;8B;16;00;15;00
30730);14683.966;0;0153;8;00;80;10;FF;00;FF;B0;3E
30731);14684.202;0;0220;8;F1;03;F8;3B;0C;20;01;10
30732);14684.446;0;0370;8;FF;20;00;80;FF;00;00;28
30733);14684.687;0;0165;8;10;F8;7F;00;00;00;04;93
30734);14684.873;0;02B0;5;14;00;00;07;64;-1;-1;-1
30735);14685.111;0;043F;8;00;40;60;FF;7B;98;09;00
30736);14685.353;0;0440;8;FF;A0;00;00;FF;A4;09;00
30737);14687.067;0;0316;8;05;1A;00;0A;1A;17;00;7F
30738);14687.309;0;018F;8;00;30;1A;00;00;3F;00;10
30739);14687.543;0;0080;8;00;17;00;0A;1A;17;1A;A6
30740);14687.786;0;0081;8;40;84;88;00;00;00;00;A6
30741);14688.021;0;0260;8;05;1A;00;30;00;8C;55;2D
30742);14688.253;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30743);14688.485;0;0329;8;D7;B0;80;8C;11;2A;00;10
30744);14688.723;0;0545;8;D8;10;00;8A;17;00;16;00
30745);14688.957;0;04B1;8;28;64;62;9E;00;00;00;8C
30746);14689.203;0;0164;8;00;08;01;00;00;00;09;00
30747);14691.349;0;04F0;8;00;00;A6;00;00;0A;21;0F
30748);14691.612;0;04F1;8;C0;18;00;00;00;00;00;00
30749);14691.880;0;051A;8;00;03;00;00;00;00;00;00
30750);14692.144;0;0690;8;03;00;00;20;A0;00;11;00
30751);14693.962;0;0153;8;00;80;10;FF;00;FF;C0;4E
30752);14694.210;0;01F1;8;00;BD;00;00;00;00;00;00
30753);14694.446;0;0220;8;F0;0B;FA;3B;0C;20;04;10
30754);14694.689;0;0165;8;10;F8;7F;00;00;00;05;92
30755);14694.863;0;0120;4;00;00;00;00;-1;-1;-1;-1
30756);14695.049;0;02B0;5;12;00;00;07;15;-1;-1;-1
30757);14695.289;0;0370;8;FF;20;00;80;FF;00;00;EC
30758);14695.531;0;043F;8;00;40;60;FF;7B;9C;09;00
30759);14695.777;0;0440;8;FF;F0;00;00;FF;A0;09;00
30760);14696.026;0;0517;8;00;00;00;00;00;00;00;00
30761);14696.272;0;059B;8;00;00;00;00;00;00;00;4C
30762);14697.218;0;0316;8;05;1A;00;0A;1A;17;00;7F
30763);14697.452;0;0260;8;05;1A;00;30;00;8C;55;3C
30764);14697.682;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30765);14697.916;0;0080;8;00;17;00;0A;1A;17;1A;97
30766);14698.158;0;0081;8;40;84;88;00;00;00;00;97
30767);14698.401;0;018F;8;00;30;1A;00;00;3F;00;10
30768);14698.633;0;0329;8;D7;B0;80;8C;11;2A;00;10
30769);14698.879;0;0382;8;40;FE;0F;00;00;00;00;08
30770);14699.127;0;04B0;8;00;00;00;40;00;40;00;80
30771);14699.375;0;0164;8;00;08;01;00;00;00;0A;03
30772);14699.611;0;0350;8;05;20;24;54;72;00;00;27
30773);14699.850;0;0545;8;D8;10;00;8A;17;00;16;00
30774);14700.178;0;04F2;8;80;00;30;30;00;00;00;D1
30775);14703.960;0;0153;8;00;80;10;FF;00;FF;D0;5E
30776);14704.190;0;0220;8;EF;13;FC;3B;0C;30;06;10
30777);14704.410;0;02B0;5;14;00;00;07;46;-1;-1;-1
30778);14704.650;0;0165;8;10;F8;7F;00;00;00;06;91
30779);14704.892;0;0370;8;FF;20;00;80;FF;00;00;A0
30780);14705.130;0;043F;8;00;40;60;FF;7B;A0;09;00
30781);14705.372;0;0440;8;FF;00;00;00;FF;A8;09;00
30782);14705.625;0;0510;8;00;00;00;00;00;00;00;00
30783);14708.259;0;0316;8;05;19;00;0A;1A;17;00;7F
30784);14708.495;0;0260;8;05;1A;00;30;00;8C;51;03
30785);14708.727;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30786);14708.963;0;0080;8;00;17;00;0A;19;17;1A;98
30787);14709.203;0;0081;8;40;84;88;00;00;00;00;88
30788);14709.446;0;018F;8;00;30;1A;00;00;3F;00;10
30789);14709.678;0;0329;8;D7;B0;80;8C;11;2A;00;10
30790);14709.912;0;04B1;8;28;64;62;9E;00;00;00;8C
30791);14710.158;0;0164;8;00;08;01;00;00;00;0B;02
30792);14710.400;0;04F0;8;00;00;A8;00;00;0A;21;0F
30793);14710.640;0;0545;8;D8;10;00;8B;0C;00;16;00
30794);14712.212;0;00A0;8;4C;7B;0A;0A;00;20;00;02
30795);14712.450;0;00A1;8;7E;8D;80;80;27;00;00;00
30796);14713.959;0;0153;8;00;80;10;FF;00;FF;E0;6E
30797);14714.207;0;01F1;8;00;BD;00;00;00;00;00;00
30798);14714.439;0;0220;8;ED;1B;FD;0B;0C;30;04;10
30799);14714.681;0;0165;8;10;F8;7F;00;00;00;07;90
30800);14714.869;0;02B0;5;12;00;00;07;37;-1;-1;-1
30801);14715.209;0;0370;8;FF;20;00;80;FF;00;00;64
30802);14715.449;0;043F;8;00;40;60;FF;7B;A4;09;00
30803);14715.695;0;0440;8;FF;50;00;00;FF;AC;09;00
30804);14717.360;0;0587;8;00;00;00;00;00;00;00;05
30805);14717.594;0;0260;8;05;19;00;30;00;8C;51;13
30806);14717.826;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30807);14718.060;0;0080;8;00;17;18;0A;19;17;19;09
30808);14718.300;0;0081;8;40;84;88;00;00;00;00;79
30809);14718.541;0;018F;8;00;30;19;00;00;3F;00;10
30810);14718.773;0;0316;8;05;19;18;0A;19;17;00;7F
30811);14719.005;0;0329;8;D7;B0;80;8C;11;2A;00;10
30812);14719.251;0;0382;8;40;FE;0F;00;00;00;00;0C
30813);14719.497;0;04B0;8;00;40;00;40;00;40;00;80
30814);14719.743;0;0164;8;00;08;01;00;00;00;0C;05
30815);14719.978;0;0350;8;05;20;34;54;72;00;00;37
30816);14720.220;0;04F2;8;80;00;30;30;00;00;00;D2
30817);14720.454;0;0545;8;D8;0F;00;8B;0C;00;0D;00
30818);14724.062;0;0153;8;00;80;10;FF;00;FF;00;8E
30819);14724.296;0;0220;8;ED;23;FD;0B;0C;30;01;10
30820);14724.538;0;043F;8;00;40;60;FF;7B;A8;09;00
30821);14724.780;0;0165;8;10;F8;7F;00;00;00;08;9F
30822);14724.967;0;02B0;5;13;00;00;07;D8;-1;-1;-1
30823);14725.211;0;0370;8;FF;20;00;80;FF;00;00;28
30824);14725.451;0;0440;8;FF;A0;00;00;FF;B0;09;00
30825);14727.183;0;0316;8;05;19;1A;0A;19;17;00;7F
30826);14727.423;0;018F;8;00;30;19;00;00;3F;00;10
30827);14727.657;0;0080;8;00;17;1A;0A;19;17;19;DA
30828);14727.899;0;0081;8;40;84;88;00;00;00;00;6A
30829);14728.138;0;0260;8;05;19;00;30;00;8C;51;22
30830);14728.370;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30831);14728.602;0;0329;8;D7;B0;80;8C;11;2A;00;10
30832);14728.836;0;0545;8;D8;0F;00;8B;0D;00;0E;00
30833);14729.070;0;04B1;8;28;64;62;9E;00;00;00;8C
30834);14729.318;0;0164;8;00;08;01;00;00;00;0D;04
30835);14730.100;0;04F0;8;00;00;AA;00;00;0A;21;0F
30836);14734.054;0;0153;8;00;80;10;FF;00;FF;10;9E
30837);14734.302;0;01F1;8;00;BD;00;00;00;00;00;00
30838);14734.539;0;0220;8;EF;2B;FF;0B;0C;20;FF;0F
30839);14734.779;0;0165;8;10;F8;7F;00;00;00;09;9E
30840);14734.967;0;02B0;5;12;00;00;07;D9;-1;-1;-1
30841);14735.207;0;0370;8;FF;20;00;80;FF;00;00;EC
30842);14735.445;0;043F;8;00;40;60;FF;7B;AC;09;00
30843);14735.689;0;0440;8;FF;F0;00;00;FF;B0;09;00
30844);14735.844;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
30845);14737.260;0;0316;8;05;19;1A;0A;19;17;00;7F
30846);14737.500;0;018F;8;00;30;19;00;00;3F;00;10
30847);14737.734;0;0260;8;05;19;00;30;00;8C;51;31
30848);14737.966;0;0080;8;00;17;1A;0A;19;17;19;CB
30849);14738.206;0;0081;8;40;84;88;00;00;00;00;5B
30850);14738.437;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30851);14738.671;0;0329;8;0F;B0;80;8C;11;2A;00;10
30852);14738.919;0;0382;8;40;FE;0F;00;00;00;00;00
30853);14739.165;0;04B0;8;00;80;00;40;00;40;00;80
30854);14739.411;0;0164;8;00;08;01;00;00;00;0E;07
30855);14739.647;0;0350;8;05;20;44;54;72;00;00;47
30856);14739.883;0;0545;8;D8;0F;00;8C;0D;00;0E;00
30857);14741.604;0;04F2;8;80;00;30;30;00;00;00;D3
30858);14744.056;0;0153;8;00;80;10;FF;00;FF;20;AE
30859);14744.292;0;0220;8;EF;33;02;0C;0C;00;FF;0F
30860);14744.534;0;0370;8;FF;20;00;80;FF;00;00;A0
30861);14744.774;0;0165;8;10;F8;7F;00;00;00;0A;9D
30862);14745.016;0;0110;8;D0;3C;40;09;00;00;00;00
30863);14745.200;0;02B0;5;14;00;00;07;8A;-1;-1;-1
30864);14745.439;0;043F;8;00;40;60;FF;7B;AC;09;00
30865);14745.683;0;0440;8;FF;00;00;00;FF;AC;09;00
30866);14747.385;0;0316;8;05;19;1A;0A;19;17;00;7F
30867);14747.621;0;0260;8;05;19;00;30;00;8C;51;04
30868);14747.861;0;018F;8;00;30;19;00;00;3F;00;10
30869);14748.093;0;0080;8;00;17;1A;0A;19;17;19;BC
30870);14748.335;0;0081;8;40;84;88;00;00;00;00;4C
30871);14748.568;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30872);14748.802;0;0329;8;0F;B0;80;8C;11;2A;00;10
30873);14749.036;0;0545;8;D8;0F;00;8C;0C;00;0D;00
30874);14749.271;0;04B1;8;28;64;62;9E;00;00;00;8C
30875);14749.517;0;0164;8;00;08;01;00;00;00;0F;06
30876);14750.141;0;04F0;8;00;00;AC;00;00;0A;21;0F
30877);14750.395;0;02C0;8;3D;00;00;00;00;00;00;00
30878);14754.057;0;0153;8;00;80;10;FF;00;FF;30;BE
30879);14754.305;0;01F1;8;00;BD;00;00;00;00;00;00
30880);14754.537;0;0220;8;F0;3B;03;2C;0C;30;FF;0F
30881);14754.777;0;0165;8;10;F8;7F;00;00;00;0B;9C
30882);14754.950;0;0050;4;00;83;10;00;-1;-1;-1;-1
30883);14755.138;0;02B0;5;12;00;00;07;FB;-1;-1;-1
30884);14755.378;0;0370;8;FF;20;00;80;FF;00;00;64
30885);14755.616;0;043F;8;00;40;60;FF;7B;AC;09;00
30886);14755.860;0;0440;8;FF;50;00;00;FF;B0;09;00
30887);14757.696;0;0316;8;05;1A;F2;09;1A;17;00;7F
30888);14757.938;0;018F;8;00;30;1A;00;00;3F;00;10
30889);14758.173;0;0080;8;00;17;F2;09;1A;17;1A;3D
30890);14758.413;0;0081;8;40;84;88;00;00;00;00;3D
30891);14758.647;0;0260;8;05;1A;00;30;00;8C;55;1E
30892);14758.879;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30893);14759.113;0;0329;8;0F;B0;80;8C;11;2A;00;10
30894);14759.347;0;0350;8;05;20;54;54;72;00;00;57
30895);14759.594;0;0382;8;40;FE;0F;00;00;00;00;04
30896);14759.840;0;04B0;8;00;C0;00;40;00;40;00;80
30897);14760.088;0;0164;8;00;08;01;00;00;00;00;09
30898);14760.328;0;04F2;8;80;00;40;30;00;00;00;D4
30899);14760.566;0;0545;8;D8;0F;00;8C;16;00;17;00
30900);14760.708;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
30901);14764.060;0;0153;8;00;80;10;FF;00;FF;40;CE
30902);14764.299;0;0220;8;F0;03;FF;13;0C;30;01;10
30903);14764.543;0;0370;8;FF;20;00;80;FF;00;00;28
30904);14764.783;0;0165;8;10;F8;7F;00;00;00;0C;9B
30905);14765.031;0;0018;8;20;00;01;60;01;00;20;00
30906);14765.215;0;02B0;5;11;00;00;07;BC;-1;-1;-1
30907);14765.456;0;043F;8;00;40;60;FF;7B;B0;09;00
30908);14765.698;0;0440;8;FF;A0;00;00;FF;B4;09;00
30909);14767.174;0;0316;8;05;1A;F2;09;1A;17;00;7F
30910);14767.416;0;018F;8;00;30;1A;00;00;3F;00;10
30911);14767.650;0;0080;8;00;17;F2;09;1A;17;1A;2E
30912);14767.892;0;0081;8;40;84;88;00;00;00;00;2E
30913);14768.126;0;0260;8;05;1A;00;30;00;8C;55;2D
30914);14768.359;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30915);14768.593;0;0329;8;0F;B0;80;8C;11;2A;00;10
30916);14768.827;0;0545;8;D8;0F;00;8A;17;00;18;00
30917);14769.061;0;04B1;8;28;64;62;9E;00;00;00;8C
30918);14769.309;0;0164;8;00;08;01;00;00;00;01;08
30919);14770.117;0;04F0;8;00;00;AE;00;00;0A;21;0F
30920);14774.055;0;0153;8;00;80;10;FF;00;FF;50;DE
30921);14774.303;0;01F1;8;00;BD;00;00;00;00;00;00
30922);14774.537;0;0220;8;F1;0B;FB;13;0C;30;04;10
30923);14774.778;0;0165;8;10;F8;7F;00;00;00;0D;9A
30924);14774.964;0;02B0;5;14;00;00;07;FD;-1;-1;-1
30925);14775.204;0;0370;8;FF;20;00;80;FF;00;00;EC
30926);14775.444;0;043F;8;00;40;60;FF;7B;B4;09;00
30927);14775.690;0;0440;8;FF;F0;00;00;FF;B8;09;00
30928);14777.238;0;0316;8;05;1A;E2;09;1A;17;00;7F
30929);14777.480;0;018F;8;00;30;1A;00;00;3F;00;10
30930);14777.714;0;0260;8;05;1A;00;30;00;8C;55;3C
30931);14777.953;0;0080;8;00;17;E2;09;1A;17;1A;2F
30932);14778.199;0;0081;8;40;84;88;00;00;00;00;1F
30933);14778.429;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30934);14778.663;0;0329;8;0F;B0;80;8C;11;2A;00;10
30935);14778.909;0;0382;8;40;FE;0F;00;00;00;00;08
30936);14779.157;0;04B0;8;00;00;00;80;00;40;00;80
30937);14779.408;0;0164;8;00;08;01;00;00;00;02;0B
30938);14779.642;0;0350;8;05;20;64;54;72;00;00;67
30939);14779.876;0;0545;8;D8;0F;00;8B;17;00;18;00
30940);14780.120;0;04F2;8;80;00;40;30;00;00;00;D5
30941);14784.054;0;0153;8;00;80;10;FF;00;FF;60;EE
30942);14784.286;0;0220;8;F1;13;FA;03;0C;30;07;10
30943);14784.532;0;0370;8;FF;20;00;80;FF;00;00;A0
30944);14784.773;0;0165;8;10;F8;7F;00;00;00;0E;99
30945);14784.959;0;02B0;5;12;00;00;07;AE;-1;-1;-1
30946);14785.197;0;043F;8;00;40;60;FF;7B;B8;09;00
30947);14785.439;0;0440;8;FF;00;00;00;FF;BC;09;00
30948);14787.379;0;0316;8;05;1A;E2;09;1A;17;00;7F
30949);14787.613;0;0260;8;05;1A;00;30;00;8C;55;0F
30950);14787.855;0;018F;8;00;30;1A;00;00;3F;00;10
30951);14788.089;0;0080;8;00;17;E2;09;1A;17;1A;10
30952);14788.334;0;0081;8;40;84;88;00;00;00;00;00
30953);14788.566;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30954);14788.800;0;0329;8;0F;B0;80;8C;11;2A;00;10
30955);14789.034;0;0545;8;D8;0F;00;8A;16;00;17;00
30956);14789.268;0;04B1;8;28;64;62;9E;00;00;00;8C
30957);14789.516;0;0164;8;00;08;01;00;00;00;03;0A
30958);14791.416;0;04F0;8;00;00;B0;00;00;0A;21;0F
30959);14791.685;0;04F1;8;C0;18;00;00;00;00;00;00
30960);14791.947;0;0690;8;03;00;00;20;A0;00;15;00
30961);14794.055;0;0153;8;00;80;10;FF;00;FF;70;FE
30962);14794.303;0;01F1;8;00;BD;00;00;00;00;00;00
30963);14794.535;0;0220;8;F0;1B;FC;23;0C;20;09;10
30964);14794.779;0;0165;8;10;F8;7F;00;00;00;0F;98
30965);14794.967;0;02B0;5;12;00;00;07;BF;-1;-1;-1
30966);14795.208;0;0370;8;FF;20;00;80;FF;00;00;64
30967);14795.448;0;043F;8;00;40;60;FF;7B;B4;09;00
30968);14795.692;0;0440;8;FF;50;00;00;FF;B0;09;00
30969);14795.940;0;059B;8;00;00;00;00;00;00;00;00
30970);14797.452;0;0316;8;05;1A;E2;09;1A;17;00;7F
30971);14797.686;0;0260;8;05;1A;00;30;00;8C;55;1E
30972);14797.918;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30973);14798.155;0;0080;8;00;17;E2;09;1A;17;1A;01
30974);14798.397;0;0081;8;40;84;88;00;00;00;00;F1
30975);14798.639;0;018F;8;00;30;1A;00;00;3F;00;10
30976);14798.873;0;0329;8;40;B0;80;8C;11;2A;00;10
30977);14799.119;0;0382;8;40;FE;0F;00;00;00;00;0C
30978);14799.363;0;04B0;8;00;40;00;80;00;40;00;80
30979);14799.609;0;0164;8;00;08;01;00;00;00;04;0D
30980);14799.845;0;0350;8;05;20;74;54;72;00;00;77
30981);14800.080;0;0545;8;D8;0F;00;8A;16;00;17;00
30982);14800.320;0;04F2;8;80;00;40;30;00;00;00;D6
30983);14804.062;0;0153;8;00;80;10;FF;00;FF;80;0E
30984);14804.294;0;0220;8;ED;23;FC;03;0C;30;06;10
30985);14804.500;0;02B0;5;12;00;00;07;40;-1;-1;-1
30986);14804.742;0;0165;8;10;F8;7F;00;00;00;00;97
30987);14804.988;0;0018;8;20;00;01;60;01;20;20;00
30988);14805.233;0;0370;8;FF;20;00;80;FF;00;00;28
30989);14805.473;0;043F;8;00;40;60;FF;7B;B0;09;00
30990);14805.713;0;0440;8;FF;A0;00;00;FF;B0;09;00
